,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
466681,fNmpz8R0/,fNmpz8R066,66,66,"Goal!  Sampdoria 0, Chievo 1. Cyril ThA©rA©au (Chievo) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Chievo Verona,Sampdoria,cyril thereau,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
467257,Sl1iYodD/,Sl1iYodD54,54,52,"Penalty saved! GermA¡n Denis (Atalanta) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,1,Atalanta,Genoa,german denis,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
467375,tW73u33t/,tW73u33t66,66,51,"Goal!  Livorno 0, Lazio 2. Antonio Candreva (Lazio) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Lazio,Livorno,antonio candreva,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
467506,vkUwnhNI/,vkUwnhNI75,75,71,"Goal!  Lille 2, Bordeaux 1. Jussie (Bordeaux) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Bordeaux,Lille,jussie,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
467545,vkUwnhNI/,vkUwnhNI114,114,90,"Penalty saved! Salomon Kalou (Lille) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Lille,Bordeaux,salomon kalou,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
467577,WK0Gx1ma/,WK0Gx1ma31,31,35,"Goal!  Cagliari 1, Parma 0. Mauricio Pinilla (Cagliari) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Cagliari,Parma,mauricio pinilla,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
467848,zJOjCRZS/,zJOjCRZS41,41,46,"Goal!        Goal!  Sunderland 2, Cardiff City 0. Fabio Borini (Sunderland) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Sunderland,Cardiff,fabio borini,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
470766,bapD0ixC/,bapD0ixC25,25,27,"Penalty saved! Aboubacar Demba Camara (Ajaccio) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,2,AC Ajaccio,Lorient,aboubacar demba camara,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
471038,EVdpaaI4/,EVdpaaI414,14,8,"Penalty saved! Maor Melikson (Valenciennes) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Valenciennes,Bordeaux,maor melikson,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
471751,nJ5T2sJu/,nJ5T2sJu108,108,85,"Penalty saved! CA©dric Mongongu (Evian Thonon Gaillard) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,2,Evian Thonon Gaillard,Stade de Reims,cedric mongongu,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
472229,SnWphtmn/,SnWphtmn20,20,18,"Penalty saved! Antonio Di Natale (Udinese) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Udinese,Livorno,antonio di natale,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
472850,xOjyYx2U/,xOjyYx2U130,130,90,"Penalty saved! Stefano Mauri (Lazio) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,1,Lazio,Hellas Verona,stefano mauri,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
472883,bXiXYInO/,bXiXYInO29,29,33,"Goal!  Napoli 1, Cagliari 0. Dries Mertens (Napoli) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Napoli,Cagliari,dries mertens,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
472906,bXiXYInO/,bXiXYInO52,52,56,"Penalty missed! Still  Napoli 2, Cagliari 0. Marek Hamsik (Napoli) hits the bar with a right footed shot.",1,,2,Cagliari,Napoli,marek hamsik,,,,7.0,4.0,0,14.0,1.0,0,2.0,0
472969,IyPckvX4/,IyPckvX423,23,23,"Goal!  Fiorentina 0, Sassuolo 1. Domenico Berardi (Sassuolo) converts the penalty with a left footed shot to the top left corner.",1,,2,Sassuolo,Fiorentina,domenico berardi,,,,12.0,1.0,1,14.0,2.0,0,2.0,0
473001,IyPckvX4/,IyPckvX455,55,57,"Goal!  Fiorentina 1, Sassuolo 3. Gonzalo RodrA­guez (Fiorentina) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Fiorentina,Sassuolo,gonzalo rodriguez,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
474171,GrJy1yWG/,GrJy1yWG19,19,14,"Goal!  Verona 1, Udinese 0. Luca Toni (Verona) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Hellas Verona,Udinese,luca toni,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
474311,hMelbJXA/,hMelbJXA52,52,69,"Penalty saved! Junior Tallo (Ajaccio) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,AC Ajaccio,Stade de Reims,junior tallo,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
475169,rBl1eHHT/,rBl1eHHT22,22,14,"Goal!  Guingamp 2, Toulouse 0. Mustapha YatabarA© (Guingamp) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Guingamp,Toulouse,mustapha yatabare,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
475499,vmaBDbXc/,vmaBDbXc25,25,23,"Goal!  Nantes 0, St Etienne 2. Max Gradel (St Etienne) converts the penalty with a right footed shot to the bottom left corner.",1,,2,St Etienne,Nantes,max gradel,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
476209,b1FYiYle/,b1FYiYle14,14,19,"Goal!  Granada CF 0, AlmerA­a 1. Verza (AlmerA­a) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Almeria,Granada,verza,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
476286,b1FYiYle/,b1FYiYle91,91,83,"Goal!  Granada CF 0, AlmerA­a 2. Aleix Vidal (AlmerA­a) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Almeria,Granada,aleix vidal,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
476451,drCP3wnb/,drCP3wnb61,61,68,"Goal!  Atalanta 1, Milan 1. GermA¡n Denis (Atalanta) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Atalanta,AC Milan,german denis,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
476845,GMHf4Iza/,GMHf4Iza30,30,38,"Goal!        Goal!  Tottenham Hotspur 3, Aston Villa 0. Emmanuel Adebayor (Tottenham Hotspur) converts the penalty with a right footed shot to the top left corner.",1,,1,Tottenham,Aston Villa,emmanuel adebayor,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
477070,Ic0Y1HGA/,Ic0Y1HGA76,76,71,"Penalty saved! Antonio Cassano (Parma) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,2,Parma,Torino,antonio cassano,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
477468,nDUYtGvo/,nDUYtGvo42,42,40,"Penalty saved! Alberto Gilardino (Genoa) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,Genoa,Sassuolo,alberto gilardino,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
477811,tQ4wih41/,tQ4wih4163,63,59,"Goal!  Real Betis 2, Real Valladolid 3. Javi Guerra (Real Valladolid) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Real Valladolid,Real Betis,javi guerra,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
478613,nNeTDFBE/,nNeTDFBE102,102,90,Penalty missed! Bad penalty by Casado (MA¡laga) left footed shot is too high. Casado should be disappointed.,1,,1,Malaga,Levante,casado,,,,10.0,2.0,0,14.0,2.0,0,2.0,0
479332,MVG1OFoG/,MVG1OFoG38,38,45,"Goal!  Toulouse 2, Valenciennes 0. Wissam Ben Yedder (Toulouse) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Toulouse,Valenciennes,wissam ben yedder,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
479638,Q3NhQyH3/,Q3NhQyH384,84,82,"Penalty missed! Still  St Etienne 3, Ajaccio 0. Max Gradel (St Etienne) hits the left post with a right footed shot.",1,,2,AC Ajaccio,St Etienne,max gradel,,,,7.0,4.0,0,14.0,1.0,0,2.0,0
480031,4SwFEf0G/,4SwFEf0G114,114,90,"Goal!  Milan 2, Sassuolo 1. Simone Zaza (Sassuolo) converts the penalty with a left footed shot to the bottom left corner.",1,,2,Sassuolo,AC Milan,simone zaza,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
480300,A5Iu0eoN/,A5Iu0eoN100,100,90,"Goal!  Catania 2, Atalanta 1. Gonzalo Bergessio (Catania) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Catania,Atalanta,gonzalo bergessio,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
480658,ldHqaF0T/,ldHqaF0T88,88,90,"Goal!  Lazio 1, Bologna 0. Lucas Biglia (Lazio) converts the penalty with a right footed shot to the top right corner.",1,,1,Lazio,Bologna,lucas biglia,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
480892,O4bd7Dlr/,O4bd7Dlr126,126,90,"Goal!  Rayo Vallecano 1, Getafe 2. Ciprian Marica (Getafe) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Getafe,Rayo Vallecano,ciprian marica,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
480942,rJxJDEFM/,rJxJDEFM49,49,57,"Goal!  Fiorentina 1, Torino 0. Giuseppe Rossi (Fiorentina) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Fiorentina,Torino,giuseppe rossi,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
481000,rJxJDEFM/,rJxJDEFM107,107,90,"Penalty saved! Alessio Cerci (Torino) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,2,Torino,Fiorentina,alessio cerci,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
481391,tAOylw7k/,tAOylw7k17,17,19,"Penalty saved! Zlatan Ibrahimovic (Paris Saint Germain) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
481562,AqTumcMe/,AqTumcMe83,83,62,"Goal!  Bastia 1, Marseille 3. AndrA©-Pierre Gignac (Marseille) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Marseille,Bastia,andrepierre gignac,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
481565,AqTumcMe/,AqTumcMe86,86,66,"Goal!  Bastia 2, Marseille 3. Junior Tallo (Bastia) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Bastia,Marseille,junior tallo,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
481636,ju6SA0E2/,ju6SA0E228,28,39,"Goal!  Guingamp 0, St Etienne 1. Mevlut Erding (St Etienne) converts the penalty with a right footed shot to the centre of the goal.",1,,2,St Etienne,Guingamp,mevlut erdinc,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
482160,MwNw8bbL/,MwNw8bbL9,9,9,"Goal!  Monaco 0, Lorient 1. Vincent Aboubakar (Lorient) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Lorient,AS Monaco,vincent aboubakar,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
482238,MwNw8bbL/,MwNw8bbL87,87,78,"Goal!  Monaco 1, Lorient 1. Falcao (Monaco) converts the penalty with a right footed shot to the top left corner.",1,,1,AS Monaco,Lorient,falcao,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
482333,rmOZ8vqF/,rmOZ8vqF76,76,73,"Goal!  Lyon 2, Rennes 0. Alexandre Lacazette (Lyon) converts the penalty with a right footed shot to the top right corner.",1,,1,Lyon,Stade Rennes,alexandre lacazette,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
482407,WCdNaz61/,WCdNaz6147,47,69,"Goal!  Caen 0, Lille 1. Divock Origi (Lille) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Lille,Caen,divock origi,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
482548,beQcsW4q/,beQcsW4q35,35,42,"Goal!        Goal!  West Bromwich Albion 1, Sunderland 1. Saido Berahino (West Bromwich Albion) converts the penalty with a right footed shot to the bottom left corner.",1,,1,West Brom,Sunderland,saido berahino,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
482608,bPXHLHSK/,bPXHLHSK8,8,12,"Goal!  Metz 1, Nantes 1. Yeni N'Gbakoto (Metz) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Metz,Nantes,yeni ngbakoto,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
482720,CbU1tjKk/,CbU1tjKk24,24,29,"Penalty missed! Bad penalty by Mark Noble (West Ham United) right footed shot is close, but misses to the left. Mark Noble should be disappointed.",1,,1,West Ham,Tottenham,mark noble,,,,8.0,2.0,0,14.0,1.0,0,2.0,0
482963,ENlRnhsM/,ENlRnhsM85,85,84,"Penalty saved! Charlie Austin (Queens Park Rangers) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,QPR,Hull,charlie austin,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
483953,ll7I0Gje/,ll7I0Gje66,66,61,"Goal!  Bordeaux 2, Monaco 1. Emiliano Sala (Bordeaux) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Bordeaux,AS Monaco,emiliano sala,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
483970,ll7I0Gje/,ll7I0Gje83,83,75,"Goal!  Bordeaux 4, Monaco 1. Wahbi Khazri (Bordeaux) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Bordeaux,AS Monaco,wahbi khazri,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
484565,4QG0Dgz1/,4QG0Dgz124,24,24,"Goal!  Bastia 1, Toulouse 0. Ryad Boudebouz (Bastia) converts the penalty with a left footed shot to the centre of the goal.",1,,1,Bastia,Toulouse,ryad boudebouz,,,,5.0,1.0,1,14.0,2.0,0,2.0,0
485506,IRPOH8Rn/,IRPOH8Rn19,19,29,"Penalty missed! Still  Montpellier 0, Metz 0. KA©vin Lejeune (Metz) hits the left post with a left footed shot.",1,,2,Metz,Montpellier,kaa©vin lejeune,,,,7.0,4.0,0,14.0,2.0,0,2.0,0
485838,raEd5rZF/,raEd5rZF26,26,35,"Penalty saved! Luis Alberto (MA¡laga) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Malaga,Athletic Bilbao,luis alberto,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
486025,vsEXFnda/,vsEXFnda32,32,32,"Goal!  Nice 1, Bordeaux 1. Cheick DiabatA© (Bordeaux) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Bordeaux,Nice,cheick diabate,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
486637,4EOTgb08/,4EOTgb08101,101,90,"Goal!  SC Paderborn 07 2, 1. FSV Mainz 05 2. Ja-Cheol Koo (1. FSV Mainz 05) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Mainz,SC Paderborn,jacheol koo,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
486872,dIOSGStg/,dIOSGStg18,18,24,"Penalty saved! Serge Gakpe (Nantes) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Nantes,AS Monaco,serge gakpe,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
487374,n7HuEQQB/,n7HuEQQB45,45,41,"Penalty saved! Mevlut Erding (St Etienne) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,1,St Etienne,Stade Rennes,mevlut erdinc,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
488107,69uJipMD/,69uJipMD51,51,45,"Penalty saved! Daniel Parejo (Valencia CF) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Valencia,Malaga,daniel parejo,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
489506,hKntC4eO/,hKntC4eO89,89,88,"Goal!  Caen 0, Rennes 1. Ola Toivonen (Rennes) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Stade Rennes,Caen,ola toivonen,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
490609,WAopBOAU/,WAopBOAU68,68,61,"Goal!  Lens 3, Reims 1. Yoann Touzghar (Lens) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Lens,Stade de Reims,yoann touzghar,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
490634,WAopBOAU/,WAopBOAU93,93,87,"Goal!  Lens 4, Reims 2. Adamo Coulibaly (Lens) converts the penalty with a right footed shot to the top left corner.",1,,1,Lens,Stade de Reims,adamo coulibaly,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
490940,4bGbUoBh/,4bGbUoBh87,87,82,"Goal!  Metz 1, Lyon 1. Yeni N'Gbakoto (Metz) converts the penalty with a right footed shot to the top right corner.",1,,1,Metz,Lyon,yeni ngbakoto,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
491074,6XN5rtq0/,6XN5rtq0119,119,90,"Goal!  Deportivo de La CoruA±a 2, Rayo Vallecano 2. Isaac Cuenca (Deportivo de La CoruA±a) converts the penalty with a right footed shot to the top left corner.",1,,1,Deportivo La Coruna,Rayo Vallecano,isaac cuenca,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
491352,dnGj3aZj/,dnGj3aZj61,61,63,Penalty missed! Bad penalty by Admir Mehmedi (SC Freiburg) right footed shot is too high. Admir Mehmedi should be disappointed.,1,,1,SC Freiburg,Borussia Monchengladbach,admir mehmedi,,,,10.0,2.0,0,14.0,1.0,0,2.0,0
491429,ELmN4Q27/,ELmN4Q2744,44,48,"Goal!        Goal!  Tottenham Hotspur 0, Liverpool 2. Steven Gerrard (Liverpool) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Liverpool,Tottenham,steven gerrard,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
492272,pzDLOeMl/,pzDLOeMl66,66,64,"Goal!  Milan 3, Lazio 0. JA©rA©my Menez (Milan) converts the penalty with a right footed shot to the bottom left corner.",1,,1,AC Milan,Lazio,jeremy menez,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
492312,pzDLOeMl/,pzDLOeMl106,106,90,"Penalty saved! Antonio Candreva (Lazio) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,2,Lazio,AC Milan,antonio candreva,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
492538,YegGpwq8/,YegGpwq815,15,20,"Penalty saved! Marcelo Larrondo (Torino) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Torino,Internazionale,marcelo larrondo,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
493658,6wap7TiM/,6wap7TiM57,57,52,"Goal!  Borussia Monchengladbach 2, FC Schalke 04 1. Eric Choupo-Moting (FC Schalke 04) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Schalke 04,Borussia Monchengladbach,eric choupomoting,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
493891,8KGBBdyK/,8KGBBdyK80,80,85,"Penalty saved! Scott Arfield (Burnley) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,2,Burnley,Crystal Palace,scott arfield,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
494696,KpuL0RUk/,KpuL0RUk113,113,86,"Goal!  Hertha Berlin 1, 1. FSV Mainz 05 2. Ronny (Hertha Berlin) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Hertha Berlin,Mainz,ronny,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
494990,pOrucubg/,pOrucubg25,25,26,"Goal!  Real Madrid 1, AtlA©tico de Madrid 1. Cristiano Ronaldo (Real Madrid) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Real Madrid,Atletico Madrid,cristiano ronaldo,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
495915,hQ304N5J/,hQ304N5J96,96,90,"Goal!  Valencia CF 3, Espanyol 1. Sergio GarcA­a (Espanyol) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Espanyol,Valencia,sergio garcia,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
496360,lnM1dzrK/,lnM1dzrK107,107,85,"Goal!  Cagliari 1, Atalanta 2. Andrea Cossu (Cagliari) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Cagliari,Atalanta,andrea cossu,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
496614,r9ccoAZI/,r9ccoAZI51,51,45,"Goal!  Parma 1, Milan 3. JA©rA©my Menez (Milan) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,AC Milan,Parma,jeremy menez,,,,,1.0,1,14.0,1.0,0,2.0,0
496804,tjxleJS5/,tjxleJS5118,118,90,"Goal!  Rayo Vallecano 2, Elche 3. Alberto Bueno (Rayo Vallecano) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Rayo Vallecano,Elche,alberto bueno,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
496832,tpckK1mo/,tpckK1mo26,26,34,"Goal!  Guingamp 2, Bordeaux 0. Christophe Mandanne (Guingamp) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Guingamp,Bordeaux,christophe mandanne,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
496922,U5ggnjKC/,U5ggnjKC30,30,27,"Penalty saved! Gonzalo HiguaA­n (Napoli) fails to capitalise on this great opportunity,  right footed shot saved  in the top left corner.",1,,1,Napoli,Chievo Verona,gonzalo higuain,,,,12.0,1.0,0,14.0,1.0,0,2.0,0
497264,WG243sLP/,WG243sLP50,50,44,"Goal!  FC Sevilla 1, Getafe 0. Carlos Bacca (FC Sevilla) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Sevilla,Getafe,carlos bacca,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
497605,0Q1xjYKm/,0Q1xjYKm41,41,41,"Goal!  Verona 1, Palermo 1. Luca Toni (Verona) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Hellas Verona,Palermo,luca toni,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
498386,C2AZj0OM/,C2AZj0OM30,30,21,"Goal!  Toulouse 1, Caen 1. Wissam Ben Yedder (Toulouse) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Toulouse,Caen,wissam ben yedder,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
498451,C2AZj0OM/,C2AZj0OM95,95,83,"Goal!  Toulouse 2, Caen 2. Adrien Regattin (Toulouse) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Toulouse,Caen,adrien regattin,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
498610,E3dR8xc5/,E3dR8xc540,40,51,"Goal!  Deportivo de La CoruA±a 1, Real Madrid 3. Haris Medunjanin (Deportivo de La CoruA±a) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Deportivo La Coruna,Real Madrid,haris medunjanin,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
498714,E3ONKnML/,E3ONKnML61,61,45,"Goal!  FC Augsburg 2, SV Werder Bremen 1. Paul Verhaegh (FC Augsburg) converts the penalty with a right footed shot to the bottom right corner.",1,,1,FC Augsburg,Werder Bremen,paul verhaegh,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
498730,E3ONKnML/,E3ONKnML77,77,56,"Goal!  FC Augsburg 2, SV Werder Bremen 2. Franco Di Santo (SV Werder Bremen) converts the penalty with a right footed shot to the top left corner.",1,,2,Werder Bremen,FC Augsburg,franco di santo,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
498922,INm83ikm/,INm83ikm53,53,55,"Goal!  Cesena 2, Empoli 1. Francesco Tavano (Empoli) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Empoli,Cesena,francesco tavano,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
499057,KtPJLS6F/,KtPJLS6F85,85,70,"Penalty saved! Ciro Immobile (Borussia Dortmund) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,2,Borussia Dortmund,Mainz,ciro immobile,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
499326,OEVANlx3/,OEVANlx333,33,40,"Goal!  FC Schalke 04 1, Eintracht Frankfurt 2. Eric Choupo-Moting (FC Schalke 04) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Schalke 04,Eintracht Frankfurt,eric choupomoting,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
